day,month,duration,campaign,y,customer_id,sign_up_probability,layer2_sign_up_probability,age,education,default,balance,housing,loan,probability_bin,job,contact,marital
20,apr,334,1,no,33361,0.8574043661873116,0.938,44,secondary,no,-865,yes,no,0.8-0.9,technician,telephone,married
16,feb,223,7,no,31089,0.7311456584000422,0.9354047619047617,82,tertiary,no,278,no,no,0.7-0.8,retired,telephone,married
7,apr,366,1,no,31704,0.6577267059809183,0.9349841269841269,33,tertiary,no,0,yes,no,0.6-0.7,management,telephone,married
20,nov,486,1,no,26222,0.40119905075543616,0.9348216228216227,59,secondary,no,667,no,no,0.4-0.5,retired,telephone,married
11,may,469,1,no,36097,0.6367284957349564,0.9325178571428571,49,secondary,no,-212,yes,yes,0.6-0.7,blue-collar,telephone,married
21,nov,695,3,no,27521,0.524949702906389,0.9304404761904762,30,primary,no,5641,no,no,0.5-0.6,blue-collar,telephone,single
19,nov,625,1,no,25967,0.4323042323149843,0.9291190476190476,50,tertiary,no,5794,no,no,0.4-0.5,management,telephone,married
30,jul,528,2,no,17904,0.42615093147193134,0.9288571428571427,47,secondary,no,-874,yes,no,0.4-0.5,blue-collar,telephone,single
20,apr,328,2,no,33376,0.7785290295181672,0.9266666666666667,37,tertiary,no,43,yes,no,0.7-0.8,blue-collar,telephone,married
9,feb,284,2,no,30816,0.9783875024353272,0.926477272727273,31,secondary,no,476,no,no,0.9-1.0,blue-collar,telephone,single
20,nov,541,1,no,26314,0.472539098087326,0.922047619047619,34,secondary,no,7541,no,no,0.4-0.5,blue-collar,telephone,single
14,jul,552,3,no,14479,0.5380472186965134,0.9214999999999999,48,secondary,no,-621,no,yes,0.5-0.6,housemaid,telephone,married
19,nov,457,2,no,25982,0.564468823470283,0.9213769841269843,31,tertiary,no,3361,no,no,0.5-0.6,self-employed,telephone,single
17,apr,649,1,no,32776,0.4094881322111913,0.9202301587301587,39,secondary,no,248,yes,no,0.4-0.5,blue-collar,telephone,married
26,may,135,1,no,39601,0.9350588201151431,0.9177777777777778,28,tertiary,no,336,no,no,0.9-1.0,blue-collar,telephone,single
8,aug,521,4,no,19915,0.9303147858688002,0.9157619047619048,57,secondary,no,3242,no,no,0.9-1.0,blue-collar,telephone,married
1,apr,647,2,no,31495,0.4753796434340954,0.90975,34,secondary,no,13408,no,no,0.4-0.5,blue-collar,telephone,single
5,feb,519,1,no,30197,0.9927437345630036,0.9055238095238096,50,secondary,no,381,no,no,0.9-1.0,blue-collar,telephone,married
26,may,140,1,no,39593,0.6622739760726251,0.9053333333333333,59,tertiary,no,81,no,no,0.6-0.7,management,telephone,married
14,aug,605,2,no,21038,0.7463775411373949,0.9052261904761905,41,secondary,no,388,no,no,0.7-0.8,blue-collar,telephone,married
7,aug,420,3,no,19461,0.8760947424423026,0.9033088023088027,37,tertiary,no,2505,no,no,0.8-0.9,blue-collar,telephone,single
26,may,145,1,no,39581,0.7052475240887334,0.9026666666666666,54,tertiary,no,6507,no,no,0.7-0.8,technician,telephone,married
5,feb,693,2,no,30486,0.709099898965659,0.8987142857142858,30,tertiary,no,285,no,no,0.7-0.8,blue-collar,telephone,married
19,nov,800,6,no,26134,0.984974451695078,0.8974047619047618,53,secondary,no,2924,no,no,0.9-1.0,blue-collar,telephone,married
12,may,387,3,no,36772,0.5298364192216413,0.8969722222222223,36,tertiary,no,1514,yes,no,0.5-0.6,retired,telephone,single
16,apr,640,2,no,32389,0.5448386171006127,0.8964285714285712,37,secondary,no,0,yes,no,0.5-0.6,blue-collar,telephone,single
20,apr,207,2,no,33228,0.6946816173022957,0.8957396214896214,37,secondary,no,756,yes,no,0.6-0.7,blue-collar,telephone,married
7,may,455,1,no,35223,0.7662764638603353,0.894238095238095,30,secondary,no,222,yes,no,0.7-0.8,blue-collar,telephone,single
18,nov,635,5,no,24880,0.384000249143861,0.8899682539682539,30,tertiary,no,414,no,no,0.3-0.4,management,telephone,single
3,feb,151,1,no,29497,0.9169934714935293,0.8898095238095238,34,secondary,no,-75,no,no,0.9-1.0,blue-collar,telephone,married
2,mar,149,1,no,31207,0.8512581344064256,0.8873333333333333,36,tertiary,no,1381,no,no,0.8-0.9,technician,telephone,married
4,may,417,2,no,34334,0.6187782770885826,0.8863095238095237,32,tertiary,no,0,no,no,0.6-0.7,management,telephone,single
6,mar,136,1,no,31279,0.38886486182502417,0.8861666666666668,26,unknown,no,598,no,no,0.3-0.4,student,telephone,single
4,jun,357,2,no,8827,0.449182877878391,0.8854761904761904,26,secondary,no,-45,yes,no,0.4-0.5,blue-collar,unknown,married
19,jun,394,1,no,11372,0.439401445384313,0.8823928571428571,53,secondary,no,-112,no,no,0.4-0.5,blue-collar,unknown,married
6,feb,193,1,no,30651,0.4894483867598149,0.8790555555555555,46,secondary,no,1352,yes,no,0.4-0.5,blue-collar,telephone,married
14,may,551,2,no,37894,0.8356037098394897,0.8785476190476189,34,secondary,no,384,yes,no,0.8-0.9,blue-collar,telephone,married
20,apr,271,1,no,33295,0.7669372021722579,0.8777609126984126,26,primary,no,52,yes,no,0.7-0.8,blue-collar,telephone,single
3,feb,248,2,no,29551,0.9502932364005665,0.8772142857142857,36,secondary,no,587,no,no,0.9-1.0,blue-collar,telephone,married
22,aug,607,4,no,22540,0.6502659701956156,0.8756904761904759,55,tertiary,no,1598,no,no,0.6-0.7,management,telephone,married
22,jul,464,5,no,16183,0.7059104203411153,0.8754285714285714,61,secondary,no,479,no,no,0.7-0.8,retired,telephone,married
26,may,362,1,no,39640,0.8789662378431253,0.8743333333333334,28,secondary,no,6551,no,no,0.8-0.9,technician,telephone,single
5,feb,229,1,no,30225,0.8403626056346459,0.8732500000000001,72,primary,no,9160,no,no,0.8-0.9,retired,telephone,married
5,feb,248,4,no,30336,0.7943416045668679,0.8729761904761907,27,secondary,no,424,no,no,0.7-0.8,blue-collar,telephone,single
2,jun,509,2,no,8302,0.7104549508809823,0.871439393939394,37,secondary,no,673,yes,no,0.7-0.8,blue-collar,unknown,married
7,may,429,1,no,35235,0.9409447620088544,0.8699604562104563,38,secondary,no,673,yes,no,0.9-1.0,blue-collar,telephone,married
7,may,429,2,no,35529,0.5565527968698657,0.868702380952381,28,secondary,no,-181,yes,yes,0.5-0.6,blue-collar,telephone,single
4,may,227,2,no,34270,0.8909268794344135,0.8682103174603175,57,primary,no,606,no,no,0.8-0.9,retired,telephone,married
22,jul,599,2,no,15997,0.5479722484943214,0.8610357142857141,48,secondary,no,-379,yes,no,0.5-0.6,blue-collar,telephone,married
12,feb,89,1,no,31051,0.4269148545570614,0.8603863636363636,83,primary,no,3349,no,no,0.4-0.5,retired,telephone,single
14,jul,425,3,no,14422,0.8483409234735321,0.8600952380952382,33,secondary,no,-110,no,no,0.8-0.9,blue-collar,telephone,single
22,apr,183,5,no,33724,0.5092145020372104,0.8580194805194804,37,tertiary,no,4174,no,no,0.5-0.6,management,telephone,married
5,may,414,5,no,34659,0.6606566378423387,0.8550238095238094,31,secondary,no,368,yes,no,0.6-0.7,blue-collar,telephone,married
4,feb,264,1,no,29745,0.8465065849625268,0.8538492063492065,40,tertiary,no,1082,no,no,0.8-0.9,technician,telephone,married
3,feb,561,1,no,29506,0.8690381145426528,0.8485641025641028,40,secondary,no,0,yes,no,0.8-0.9,blue-collar,telephone,married
17,apr,294,2,no,32796,0.641750145013566,0.8482972331286284,44,secondary,no,266,yes,no,0.6-0.7,blue-collar,telephone,married
7,apr,354,1,no,31692,0.4694953510038939,0.8452460317460315,45,primary,no,0,no,no,0.4-0.5,entrepreneur,telephone,single
16,jul,419,2,no,14877,0.4825889407089576,0.8449999999999999,26,secondary,no,74,no,yes,0.4-0.5,blue-collar,telephone,single
6,apr,437,2,no,31635,0.5659640492491508,0.8402701863354038,34,secondary,no,266,yes,no,0.5-0.6,blue-collar,telephone,single
2,jun,673,1,no,39912,0.4978399177551773,0.8389711779448622,28,tertiary,no,5215,no,no,0.4-0.5,self-employed,telephone,single
9,apr,259,2,no,31893,0.6846759151324399,0.8387748917748918,35,secondary,no,159,yes,no,0.6-0.7,blue-collar,telephone,married
17,nov,1449,1,no,24440,0.5463352797100038,0.8376241174284651,58,secondary,no,-370,no,no,0.5-0.6,retired,telephone,married
7,apr,194,2,no,31688,0.5184868326917633,0.8360476190476192,36,secondary,no,39,yes,no,0.5-0.6,blue-collar,telephone,married
6,feb,270,5,no,30805,0.9755425105566333,0.832880952380952,31,secondary,no,1201,no,no,0.9-1.0,blue-collar,telephone,single
18,nov,466,1,no,24854,0.9942037807494866,0.8323730158730157,46,secondary,no,7378,no,no,0.9-1.0,blue-collar,telephone,married
19,nov,1283,1,no,25825,0.6671931837648744,0.8301904761904763,34,tertiary,no,0,yes,no,0.6-0.7,management,telephone,married
25,jul,481,3,no,17129,0.6980099738345875,0.8291190476190476,28,secondary,no,649,yes,no,0.6-0.7,blue-collar,telephone,single
21,nov,1166,1,no,27068,0.49855441635671127,0.8288095238095241,38,secondary,no,814,yes,no,0.4-0.5,blue-collar,telephone,married
17,apr,155,1,no,32536,0.9032211151248134,0.8240654761904761,39,primary,no,510,yes,no,0.9-1.0,blue-collar,telephone,married
15,jul,374,5,no,14710,0.8191326459309198,0.8209761904761905,35,tertiary,no,2622,no,no,0.8-0.9,blue-collar,telephone,single
21,nov,573,3,no,27158,0.5491012018006785,0.8200714285714283,39,unknown,no,2822,no,no,0.5-0.6,unknown,telephone,single
26,may,245,3,no,39649,0.4956943487187854,0.8152817460317461,29,tertiary,no,15459,no,no,0.4-0.5,management,telephone,single
12,aug,483,5,no,20662,0.7611536900582304,0.812845238095238,47,tertiary,no,800,no,no,0.7-0.8,management,telephone,married
17,apr,344,2,no,32950,0.8178978125353822,0.8086309523809523,53,secondary,no,-163,yes,no,0.8-0.9,blue-collar,telephone,married
15,may,412,2,no,38406,0.6477287278553387,0.8080512820512822,26,secondary,no,626,yes,no,0.6-0.7,technician,telephone,single
9,apr,162,4,no,31859,0.7098586145022344,0.7999920634920636,58,tertiary,no,5253,no,no,0.7-0.8,retired,telephone,married
13,may,388,1,no,37097,0.4080977807766406,0.798531746031746,31,tertiary,no,1536,yes,no,0.4-0.5,self-employed,telephone,single
13,may,390,1,no,37353,0.7072611563132172,0.7961753246753246,30,secondary,no,186,yes,no,0.7-0.8,blue-collar,telephone,single
25,may,214,1,no,39505,0.5166586010352581,0.7923571428571426,36,secondary,no,1054,yes,no,0.5-0.6,blue-collar,telephone,married
2,feb,161,1,no,29208,0.8826128087982498,0.7920865800865801,33,secondary,no,3519,no,no,0.8-0.9,blue-collar,telephone,married
26,aug,515,13,no,23157,0.9375803860670965,0.7889206349206348,41,tertiary,no,1757,no,no,0.9-1.0,management,telephone,married
15,may,372,2,no,38531,0.872225905611689,0.7874444444444444,34,primary,no,390,yes,no,0.8-0.9,blue-collar,telephone,married
28,jan,468,1,no,27781,0.8071145500874752,0.7866852510234861,29,tertiary,no,8,no,no,0.8-0.9,blue-collar,telephone,single
4,feb,118,4,no,29803,0.9286588777039241,0.7778484848484848,37,secondary,no,496,no,no,0.9-1.0,blue-collar,telephone,married
20,apr,111,1,no,33434,0.4811424467029066,0.7759746376811597,30,secondary,no,0,no,no,0.4-0.5,student,telephone,single
14,apr,115,1,no,32082,0.5562975351145605,0.7751150793650794,56,secondary,no,3931,no,no,0.5-0.6,technician,telephone,married
6,may,403,1,no,34792,0.5666472273497607,0.7742738095238094,36,secondary,no,788,yes,no,0.5-0.6,blue-collar,telephone,married
17,apr,351,1,no,32627,0.5589995132240825,0.771089133089133,34,secondary,no,642,yes,no,0.5-0.6,blue-collar,telephone,married
20,nov,548,1,no,26591,0.39749102130310526,0.7707349317349315,34,tertiary,no,17672,no,no,0.3-0.4,blue-collar,telephone,married
15,may,894,2,no,38442,0.7806487909028261,0.7693333333333332,41,secondary,no,2550,yes,no,0.7-0.8,blue-collar,telephone,married
21,jul,489,3,no,15564,0.7408962577003111,0.7691666666666666,26,secondary,no,49,no,no,0.7-0.8,blue-collar,telephone,single
23,may,168,1,no,5292,0.681443507421503,0.767940476190476,37,tertiary,no,4303,yes,no,0.6-0.7,blue-collar,unknown,married
17,apr,279,1,no,32594,0.7418798601004104,0.7633536414565826,31,secondary,no,314,yes,no,0.7-0.8,blue-collar,telephone,married
26,may,333,1,no,39556,0.5089842282866051,0.7631147186147187,29,secondary,no,923,no,no,0.5-0.6,unknown,telephone,single
5,feb,245,2,no,30398,0.6335005792748274,0.7630476190476191,36,tertiary,no,0,yes,no,0.6-0.7,management,telephone,married
20,apr,355,3,no,33649,0.5716347015817428,0.7587232767232766,38,primary,no,0,yes,no,0.5-0.6,services,telephone,married
11,may,443,1,no,36036,0.47285267493456684,0.7586051587301587,60,secondary,no,-396,yes,no,0.4-0.5,blue-collar,telephone,married
2,feb,371,1,no,28995,0.4254438031430298,0.7529569597069596,44,secondary,no,-1317,yes,no,0.4-0.5,technician,telephone,married
16,apr,156,1,no,32290,0.37717488592717546,0.7527401960784311,34,unknown,no,1534,yes,no,0.3-0.4,management,telephone,single
6,feb,401,1,no,30638,0.7844027979277787,0.7525108225108224,33,tertiary,no,802,no,no,0.7-0.8,management,telephone,married
8,aug,433,2,no,19902,0.3937344290379978,0.7509437229437232,35,tertiary,no,3161,no,no,0.3-0.4,management,telephone,married
19,feb,260,3,no,31138,0.6060149862286012,0.7481428571428573,28,secondary,no,119,no,no,0.6-0.7,blue-collar,telephone,single
21,nov,888,3,no,27539,0.4055087043587,0.7475357142857142,41,primary,no,686,yes,no,0.4-0.5,blue-collar,telephone,married
17,jul,490,7,no,15106,0.42708848024492296,0.7470119047619047,60,tertiary,no,129,no,no,0.4-0.5,retired,telephone,married
3,apr,1090,1,no,31591,0.4185344554820263,0.7468333333333333,41,secondary,no,4910,yes,no,0.4-0.5,blue-collar,telephone,married
3,feb,401,4,no,29703,0.46636647206094234,0.7467658730158729,46,secondary,no,1547,yes,no,0.4-0.5,technician,telephone,married
12,may,673,4,no,36945,0.4101111539597244,0.7465750915750915,53,secondary,no,28,yes,yes,0.4-0.5,blue-collar,telephone,married
4,may,180,1,no,34266,0.38846512903000907,0.7448293650793651,22,secondary,no,1925,no,no,0.3-0.4,student,telephone,single
13,may,426,1,no,37296,0.45208415859518297,0.7440194805194804,41,secondary,no,158,yes,no,0.4-0.5,blue-collar,telephone,married
6,feb,1160,2,no,30748,0.39129508116334205,0.7435627705627708,27,secondary,no,165,yes,no,0.3-0.4,self-employed,telephone,married
8,may,477,1,no,1337,0.6276186208895964,0.7433988095238095,35,secondary,no,0,yes,no,0.6-0.7,blue-collar,unknown,married
30,apr,400,1,no,34111,0.5243364293218334,0.7413167187179235,49,unknown,no,1226,no,no,0.5-0.6,blue-collar,telephone,single
19,nov,648,1,no,25574,0.5555235473980517,0.7407519936204148,30,secondary,no,521,yes,no,0.5-0.6,blue-collar,telephone,married
30,apr,308,1,no,33980,0.42078991106378927,0.7401920786332549,26,secondary,no,530,no,no,0.4-0.5,retired,telephone,single
19,aug,178,1,no,21718,0.6187782770885826,0.7398095238095239,32,tertiary,no,0,no,no,0.6-0.7,management,telephone,single
18,jul,909,3,no,15473,0.7063332241605853,0.7385476190476186,34,secondary,no,934,no,no,0.7-0.8,blue-collar,telephone,single
2,feb,149,1,no,29049,0.7810595064624404,0.737939393939394,46,secondary,no,0,yes,no,0.7-0.8,blue-collar,telephone,married
27,feb,123,3,no,31169,0.4668773860799193,0.7378809523809524,36,secondary,no,725,yes,no,0.4-0.5,blue-collar,telephone,married
11,jul,666,2,no,14175,0.7989698467973301,0.7369444444444443,34,secondary,no,25,no,no,0.7-0.8,blue-collar,telephone,married
6,apr,916,1,no,31624,0.513197743063292,0.7366349206349205,38,secondary,no,1280,yes,no,0.5-0.6,blue-collar,telephone,married
6,feb,350,1,no,30640,0.718427505368779,0.7345674603174602,32,secondary,no,0,no,no,0.7-0.8,blue-collar,telephone,married
11,may,927,2,no,36475,0.5398330865220528,0.7344167595689334,31,secondary,no,1331,yes,no,0.5-0.6,blue-collar,telephone,married
12,aug,913,5,no,20674,0.4206774354422093,0.7324087301587302,33,tertiary,no,621,no,no,0.4-0.5,management,telephone,married
25,may,613,2,no,39477,0.5520994236502328,0.732148656898657,49,secondary,no,972,no,no,0.5-0.6,technician,telephone,married
23,jul,671,4,no,16424,0.6305589462711195,0.73175,53,secondary,no,2156,yes,no,0.6-0.7,technician,telephone,married
30,apr,319,1,no,33991,0.7706679751807108,0.73055867012043,57,secondary,no,169,no,no,0.7-0.8,blue-collar,telephone,married
7,may,556,1,no,35218,0.6939362726734233,0.728571067821068,26,secondary,no,-295,yes,no,0.6-0.7,unknown,telephone,married
23,mar,269,1,no,31381,0.6486460902157267,0.7272016594516593,30,tertiary,no,2,no,no,0.6-0.7,management,telephone,single
18,aug,296,3,no,21442,0.45645539979717403,0.7250238095238096,41,secondary,no,2851,no,no,0.4-0.5,technician,telephone,married
2,feb,734,1,no,29200,0.38800563528692583,0.7247449494949495,33,tertiary,no,1021,no,no,0.3-0.4,management,telephone,single
27,may,424,1,no,39701,0.4122197069696336,0.7247337662337661,24,unknown,no,192,no,no,0.4-0.5,blue-collar,telephone,single
28,may,189,1,no,6612,0.5503624907828017,0.7237738095238093,33,secondary,no,598,yes,no,0.5-0.6,blue-collar,unknown,single
11,may,580,1,no,36231,0.5435832316313867,0.7237225274725277,32,tertiary,no,1145,yes,no,0.5-0.6,management,telephone,married
8,may,1022,1,no,35670,0.7481614463223863,0.723714285714286,56,unknown,no,789,yes,no,0.7-0.8,blue-collar,telephone,married
25,may,531,1,no,39504,0.5587995845709481,0.7233095238095238,38,secondary,no,755,yes,no,0.5-0.6,blue-collar,telephone,married
26,may,422,5,no,5692,0.5044770232274238,0.7225468975468972,35,primary,no,3888,no,no,0.5-0.6,unknown,unknown,married
4,may,520,2,no,34360,0.5010276572647779,0.7207193552061973,53,tertiary,no,2152,no,no,0.5-0.6,management,telephone,married
26,mar,267,2,no,31406,0.5527187936171676,0.7204383116883117,37,primary,no,623,no,no,0.5-0.6,blue-collar,telephone,married
12,may,814,1,no,36730,0.38828766024941297,0.719631242740999,51,secondary,no,-287,yes,no,0.3-0.4,blue-collar,telephone,married
8,may,579,1,no,35851,0.7508724697720872,0.7195535714285713,40,primary,no,1970,no,no,0.7-0.8,blue-collar,telephone,single
24,jul,736,2,no,16760,0.3987276483399741,0.7183174603174605,25,secondary,no,674,no,no,0.3-0.4,blue-collar,telephone,single
13,may,609,2,no,2459,0.3908971545295398,0.7182613087395695,26,secondary,no,-204,yes,no,0.3-0.4,blue-collar,unknown,single
21,jul,588,1,no,15769,0.8249560267705063,0.718199023199023,31,secondary,no,1890,yes,no,0.8-0.9,blue-collar,telephone,married
5,feb,605,2,no,30466,0.976695821259668,0.7176825396825397,29,secondary,no,209,no,no,0.9-1.0,blue-collar,telephone,single
30,apr,524,2,no,33972,0.7150440593208824,0.7168709273182956,33,secondary,no,1737,no,no,0.7-0.8,blue-collar,telephone,married
28,jan,929,1,no,27968,0.42725561933315326,0.7161230158730159,32,secondary,no,1694,yes,no,0.4-0.5,student,telephone,married
20,apr,114,1,no,33415,0.540772389799373,0.7158793995859213,37,tertiary,no,2317,yes,no,0.5-0.6,blue-collar,telephone,single
5,may,577,1,no,38,0.5107830078593983,0.7140119047619045,36,secondary,no,506,yes,no,0.5-0.6,blue-collar,unknown,married
2,feb,225,1,no,28912,0.4445478541329807,0.7140000000000001,36,secondary,no,115,no,no,0.4-0.5,blue-collar,telephone,single
28,jan,935,2,no,27944,0.5820890104082274,0.7123928571428572,57,secondary,no,316,no,no,0.5-0.6,retired,telephone,married
19,nov,1548,1,no,25789,0.5942776185131229,0.7123650793650795,52,primary,no,3990,no,no,0.5-0.6,blue-collar,telephone,married
17,apr,1038,2,no,33048,0.6062468273920613,0.7118055555555555,37,secondary,no,6127,yes,no,0.6-0.7,blue-collar,telephone,married
15,apr,389,2,no,32113,0.3740808518216997,0.709892857142857,40,secondary,no,1062,yes,no,0.3-0.4,services,telephone,married
17,apr,799,1,no,32552,0.8723761344306395,0.7075595238095239,42,secondary,no,5354,yes,no,0.8-0.9,blue-collar,telephone,married
3,mar,212,1,no,31233,0.6141191144406178,0.7073095238095237,94,secondary,no,1234,no,no,0.6-0.7,retired,telephone,married
9,feb,176,3,no,30888,0.5737137555974227,0.7066230158730158,27,secondary,no,-550,yes,no,0.5-0.6,blue-collar,telephone,single
9,jun,559,2,no,9957,0.541531739345862,0.7062380952380951,51,secondary,no,2717,no,no,0.5-0.6,blue-collar,unknown,married
30,may,867,3,no,7572,0.48710018687884843,0.7062023809523811,28,primary,no,410,yes,no,0.4-0.5,blue-collar,unknown,married
7,apr,837,1,no,31681,0.421095927175221,0.7055238095238093,46,secondary,no,1198,yes,yes,0.4-0.5,blue-collar,telephone,married
30,apr,666,1,no,34059,0.4794081772896653,0.7045812447786131,23,unknown,no,314,no,no,0.4-0.5,technician,telephone,single
18,feb,360,1,no,31125,0.593152701175144,0.7042545787545785,78,primary,no,158,no,no,0.5-0.6,retired,telephone,married
14,may,638,1,no,37607,0.651058881476376,0.7042334054834053,32,tertiary,no,13711,yes,no,0.6-0.7,technician,telephone,single
21,apr,446,1,no,33714,0.4786567246959237,0.703559523809524,46,tertiary,no,4629,no,no,0.4-0.5,management,telephone,married
8,aug,629,4,no,19933,0.655973980097083,0.7034718614718615,43,secondary,no,324,no,no,0.6-0.7,blue-collar,telephone,married
30,apr,364,1,no,33891,0.5448076497969403,0.7031112171929869,48,secondary,no,344,no,no,0.5-0.6,blue-collar,telephone,married
25,aug,618,3,no,22882,0.38733358247719435,0.7029181096681095,30,tertiary,no,420,no,no,0.3-0.4,management,telephone,single
