day,month,duration,campaign,y,customer_id,sign_up_probability,layer2_sign_up_probability,age,education,default,balance,housing,loan,probability_bin,job,contact,marital
5,feb,229,1,no,30225,0.8403626056346459,0.8732500000000001,72,primary,no,9160,no,no,0.8-0.9,retired,telephone,married
5,feb,248,4,no,30336,0.7943416045668679,0.8729761904761907,27,secondary,no,424,no,no,0.7-0.8,blue-collar,telephone,single
2,jun,509,2,no,8302,0.7104549508809823,0.871439393939394,37,secondary,no,673,yes,no,0.7-0.8,blue-collar,unknown,married
7,may,429,1,no,35235,0.9409447620088544,0.8699604562104563,38,secondary,no,673,yes,no,0.9-1.0,blue-collar,telephone,married
4,may,227,2,no,34270,0.8909268794344135,0.8682103174603175,57,primary,no,606,no,no,0.8-0.9,retired,telephone,married
14,jul,425,3,no,14422,0.8483409234735321,0.8600952380952382,33,secondary,no,-110,no,no,0.8-0.9,blue-collar,telephone,single
4,feb,264,1,no,29745,0.8465065849625268,0.8538492063492065,40,tertiary,no,1082,no,no,0.8-0.9,technician,telephone,married
3,feb,561,1,no,29506,0.8690381145426528,0.8485641025641028,40,secondary,no,0,yes,no,0.8-0.9,blue-collar,telephone,married
9,apr,259,2,no,31893,0.6846759151324399,0.8387748917748918,35,secondary,no,159,yes,no,0.6-0.7,blue-collar,telephone,married
6,feb,270,5,no,30805,0.9755425105566333,0.832880952380952,31,secondary,no,1201,no,no,0.9-1.0,blue-collar,telephone,single
18,nov,466,1,no,24854,0.9942037807494866,0.8323730158730157,46,secondary,no,7378,no,no,0.9-1.0,blue-collar,telephone,married
25,jul,481,3,no,17129,0.6980099738345875,0.8291190476190476,28,secondary,no,649,yes,no,0.6-0.7,blue-collar,telephone,single
17,apr,155,1,no,32536,0.9032211151248134,0.8240654761904761,39,primary,no,510,yes,no,0.9-1.0,blue-collar,telephone,married
15,jul,374,5,no,14710,0.8191326459309198,0.8209761904761905,35,tertiary,no,2622,no,no,0.8-0.9,blue-collar,telephone,single
12,aug,483,5,no,20662,0.7611536900582304,0.812845238095238,47,tertiary,no,800,no,no,0.7-0.8,management,telephone,married
17,apr,344,2,no,32950,0.8178978125353822,0.8086309523809523,53,secondary,no,-163,yes,no,0.8-0.9,blue-collar,telephone,married
9,apr,162,4,no,31859,0.7098586145022344,0.7999920634920636,58,tertiary,no,5253,no,no,0.7-0.8,retired,telephone,married
13,may,390,1,no,37353,0.7072611563132172,0.7961753246753246,30,secondary,no,186,yes,no,0.7-0.8,blue-collar,telephone,single
2,feb,161,1,no,29208,0.8826128087982498,0.7920865800865801,33,secondary,no,3519,no,no,0.8-0.9,blue-collar,telephone,married
26,aug,515,13,no,23157,0.9375803860670965,0.7889206349206348,41,tertiary,no,1757,no,no,0.9-1.0,management,telephone,married
15,may,372,2,no,38531,0.872225905611689,0.7874444444444444,34,primary,no,390,yes,no,0.8-0.9,blue-collar,telephone,married
28,jan,468,1,no,27781,0.8071145500874752,0.7866852510234861,29,tertiary,no,8,no,no,0.8-0.9,blue-collar,telephone,single
4,feb,118,4,no,29803,0.9286588777039241,0.7778484848484848,37,secondary,no,496,no,no,0.9-1.0,blue-collar,telephone,married
15,may,894,2,no,38442,0.7806487909028261,0.7693333333333332,41,secondary,no,2550,yes,no,0.7-0.8,blue-collar,telephone,married
21,jul,489,3,no,15564,0.7408962577003111,0.7691666666666666,26,secondary,no,49,no,no,0.7-0.8,blue-collar,telephone,single
23,may,168,1,no,5292,0.681443507421503,0.767940476190476,37,tertiary,no,4303,yes,no,0.6-0.7,blue-collar,unknown,married
17,apr,279,1,no,32594,0.7418798601004104,0.7633536414565826,31,secondary,no,314,yes,no,0.7-0.8,blue-collar,telephone,married
6,feb,401,1,no,30638,0.7844027979277787,0.7525108225108224,33,tertiary,no,802,no,no,0.7-0.8,management,telephone,married
18,jul,909,3,no,15473,0.7063332241605853,0.7385476190476186,34,secondary,no,934,no,no,0.7-0.8,blue-collar,telephone,single
2,feb,149,1,no,29049,0.7810595064624404,0.737939393939394,46,secondary,no,0,yes,no,0.7-0.8,blue-collar,telephone,married
11,jul,666,2,no,14175,0.7989698467973301,0.7369444444444443,34,secondary,no,25,no,no,0.7-0.8,blue-collar,telephone,married
6,feb,350,1,no,30640,0.718427505368779,0.7345674603174602,32,secondary,no,0,no,no,0.7-0.8,blue-collar,telephone,married
30,apr,319,1,no,33991,0.7706679751807108,0.73055867012043,57,secondary,no,169,no,no,0.7-0.8,blue-collar,telephone,married
7,may,556,1,no,35218,0.6939362726734233,0.728571067821068,26,secondary,no,-295,yes,no,0.6-0.7,unknown,telephone,married
8,may,1022,1,no,35670,0.7481614463223863,0.723714285714286,56,unknown,no,789,yes,no,0.7-0.8,blue-collar,telephone,married
8,may,579,1,no,35851,0.7508724697720872,0.7195535714285713,40,primary,no,1970,no,no,0.7-0.8,blue-collar,telephone,single
21,jul,588,1,no,15769,0.8249560267705063,0.718199023199023,31,secondary,no,1890,yes,no,0.8-0.9,blue-collar,telephone,married
5,feb,605,2,no,30466,0.976695821259668,0.7176825396825397,29,secondary,no,209,no,no,0.9-1.0,blue-collar,telephone,single
30,apr,524,2,no,33972,0.7150440593208824,0.7168709273182956,33,secondary,no,1737,no,no,0.7-0.8,blue-collar,telephone,married
17,apr,799,1,no,32552,0.8723761344306395,0.7075595238095239,42,secondary,no,5354,yes,no,0.8-0.9,blue-collar,telephone,married
7,may,873,1,no,35621,0.8188234128974016,0.7021507936507938,40,unknown,no,64,yes,no,0.8-0.9,blue-collar,telephone,married
2,jun,224,1,no,39922,0.7480672143270419,0.7013976833976834,41,secondary,no,1021,no,no,0.7-0.8,blue-collar,telephone,married
3,apr,353,2,no,31555,0.7067577783203742,0.7007521645021647,56,primary,no,0,yes,no,0.7-0.8,blue-collar,telephone,married
30,apr,249,1,no,33942,0.7473734681890946,0.700552964344942,29,secondary,no,3794,no,no,0.7-0.8,blue-collar,telephone,single
9,jul,236,1,no,13510,0.8795560049913153,0.699996031746032,31,secondary,no,1,no,no,0.8-0.9,blue-collar,telephone,single
7,may,388,2,no,35609,0.8149596051661195,0.6999123931623933,45,secondary,no,3271,no,no,0.8-0.9,technician,telephone,married
6,aug,388,8,no,19321,0.9455254552710823,0.6993809523809523,60,secondary,no,1025,no,no,0.9-1.0,blue-collar,telephone,married
6,may,438,1,no,34743,0.8668757909517693,0.6968414085914089,35,secondary,no,404,yes,no,0.8-0.9,blue-collar,telephone,married
20,apr,401,1,no,33198,0.6861002190878103,0.6946612554112553,30,secondary,no,1473,yes,no,0.6-0.7,blue-collar,telephone,single
8,apr,216,1,no,31826,0.764609744264992,0.6939990079365078,25,secondary,no,654,no,no,0.7-0.8,blue-collar,telephone,single
14,apr,129,1,no,32012,0.8489295443787929,0.6928055555555556,32,secondary,no,410,yes,no,0.8-0.9,blue-collar,telephone,married
17,apr,113,1,no,32720,0.7655127817515057,0.6924434523809524,34,secondary,no,1467,yes,no,0.7-0.8,blue-collar,telephone,married
17,apr,463,1,no,32832,0.6934147883478029,0.691420634920635,52,secondary,no,340,yes,no,0.6-0.7,blue-collar,telephone,married
7,jul,445,1,no,12825,0.831832264631969,0.6906666666666667,34,secondary,no,564,no,yes,0.8-0.9,blue-collar,telephone,married
20,nov,915,1,no,26768,0.8100178834403767,0.679642857142857,57,unknown,no,4012,no,no,0.8-0.9,blue-collar,telephone,married
23,apr,117,1,no,33782,0.7864534722728304,0.6779761904761905,22,secondary,no,61,no,no,0.7-0.8,blue-collar,telephone,single
12,may,820,1,no,2138,0.8049568308722521,0.676595238095238,29,secondary,no,891,no,no,0.8-0.9,blue-collar,unknown,married
21,apr,219,1,no,33701,0.7536220838657455,0.6752767857142858,37,secondary,no,749,no,no,0.7-0.8,blue-collar,telephone,married
7,apr,244,3,no,31735,0.8490844124103825,0.6733690476190478,36,secondary,no,356,yes,no,0.8-0.9,blue-collar,telephone,married
29,jan,1026,1,no,28288,0.7517676151165885,0.6720952380952382,46,secondary,no,660,yes,no,0.7-0.8,blue-collar,telephone,married
6,jun,298,2,no,9616,0.7342557255441062,0.6712792207792208,48,secondary,no,2662,no,no,0.7-0.8,blue-collar,unknown,married
12,jun,278,1,no,10341,0.698509811481016,0.6700277777777777,36,primary,no,398,yes,no,0.6-0.7,blue-collar,unknown,married
26,may,118,2,no,39641,0.9368579950391634,0.6697196749610543,33,tertiary,no,1077,no,no,0.9-1.0,blue-collar,telephone,single
19,nov,640,1,no,25947,0.7616432316147046,0.6687945887445886,36,tertiary,no,2622,no,no,0.7-0.8,blue-collar,telephone,single
9,feb,70,2,no,30918,0.9600089935530444,0.6656785714285715,28,secondary,no,659,no,no,0.9-1.0,blue-collar,telephone,single
12,may,366,1,no,36572,0.9633129996112361,0.6641666666666666,38,secondary,no,1533,yes,no,0.9-1.0,blue-collar,telephone,married
5,may,362,1,no,34552,0.6982802993540637,0.6606230158730159,33,tertiary,no,1371,yes,no,0.6-0.7,blue-collar,telephone,single
18,nov,417,1,no,24988,0.9760938996756472,0.6602936507936509,31,secondary,no,93,yes,no,0.9-1.0,blue-collar,telephone,married
5,feb,382,4,no,30166,0.7234568362326076,0.6579786324786323,48,secondary,no,341,no,yes,0.7-0.8,blue-collar,telephone,married
5,mar,168,2,no,31258,0.7725673665459603,0.6571854256854257,23,tertiary,no,0,no,no,0.7-0.8,blue-collar,telephone,single
30,apr,374,1,no,34171,0.6834566186429756,0.6514085539142365,27,tertiary,no,73,no,no,0.6-0.7,blue-collar,telephone,married
16,apr,275,1,no,32258,0.7357334589956249,0.650936974789916,35,secondary,no,-101,yes,no,0.7-0.8,blue-collar,telephone,single
3,apr,335,1,no,31570,0.8459763088976908,0.6502020202020202,47,secondary,no,0,no,no,0.8-0.9,blue-collar,telephone,married
12,may,464,3,no,36899,0.7642861665978444,0.6501111111111109,40,primary,no,129,yes,no,0.7-0.8,blue-collar,telephone,married
22,apr,382,2,no,33762,0.8112309405579411,0.649861111111111,30,secondary,no,40,no,no,0.8-0.9,blue-collar,telephone,single
9,apr,85,1,no,31876,0.7577143989841987,0.6481190476190474,39,tertiary,no,272,yes,no,0.7-0.8,management,telephone,married
9,feb,132,3,no,30951,0.7394297809663137,0.6454325396825397,44,secondary,no,432,no,no,0.7-0.8,blue-collar,telephone,married
4,may,399,1,no,34371,0.7738277143603358,0.6450476190476189,26,unknown,no,677,no,no,0.7-0.8,blue-collar,telephone,single
4,feb,275,1,no,29836,0.8448870491580979,0.644765873015873,39,secondary,no,512,no,no,0.8-0.9,blue-collar,telephone,married
1,jun,165,1,no,39784,0.7702039754506754,0.6420015601682268,34,secondary,no,528,no,no,0.7-0.8,blue-collar,telephone,single
13,may,404,2,no,37300,0.7790610805074558,0.6405155677655678,35,secondary,no,0,yes,no,0.7-0.8,blue-collar,telephone,married
12,aug,355,4,no,20590,0.9423217702918666,0.6397380952380953,60,secondary,no,711,no,no,0.9-1.0,blue-collar,telephone,married
29,jul,226,1,no,17749,0.7376861415728787,0.6358506493506494,35,secondary,no,6554,no,no,0.7-0.8,blue-collar,telephone,single
12,may,639,3,no,36648,0.8388973088452506,0.6341309523809525,37,secondary,no,1573,yes,no,0.8-0.9,blue-collar,telephone,married
15,apr,217,2,no,32118,0.7159366301169868,0.633659557762499,28,tertiary,no,0,yes,no,0.7-0.8,technician,telephone,single
19,nov,498,1,no,25697,0.7047828731504927,0.6329435786435786,48,secondary,no,1428,no,no,0.7-0.8,blue-collar,telephone,married
21,nov,492,2,no,27237,0.728050941858169,0.6318439754689755,40,secondary,no,1831,no,no,0.7-0.8,blue-collar,telephone,married
5,may,252,1,no,34506,0.7113287832644767,0.6261323953823953,59,primary,no,191,yes,no,0.7-0.8,blue-collar,telephone,married
30,may,160,1,no,7629,0.7349432850477037,0.6259761904761905,38,secondary,no,661,yes,no,0.7-0.8,blue-collar,unknown,married
13,apr,238,2,no,31994,0.7258086935350571,0.6253540022069436,50,secondary,no,-194,yes,no,0.7-0.8,blue-collar,telephone,married
5,feb,92,1,no,30349,0.9836974130564681,0.624624098124098,41,secondary,no,8,no,no,0.9-1.0,blue-collar,telephone,married
26,mar,143,2,no,31403,0.734466540023496,0.6232976190476189,38,secondary,no,6706,no,no,0.7-0.8,blue-collar,telephone,married
1,jun,201,1,no,39756,0.7781236356528421,0.6227084740273147,28,tertiary,no,14,no,no,0.7-0.8,blue-collar,telephone,single
8,may,374,2,no,35793,0.8932095847264905,0.6215714285714287,39,primary,no,444,yes,no,0.8-0.9,blue-collar,telephone,married
27,may,237,2,no,39707,0.7235209119673754,0.620674603174603,23,secondary,no,1358,no,no,0.7-0.8,blue-collar,telephone,single
16,apr,284,1,no,32434,0.7549074983539623,0.6162738095238095,24,secondary,no,0,yes,no,0.7-0.8,blue-collar,telephone,married
8,apr,101,1,no,31833,0.7821310656508654,0.6139682539682539,39,tertiary,no,271,yes,no,0.7-0.8,management,telephone,married
9,apr,106,2,no,31922,0.8145895813998132,0.6137802303060925,39,secondary,no,0,no,no,0.8-0.9,blue-collar,telephone,married
5,may,246,1,no,34616,0.7520135700239392,0.6137752525252523,53,secondary,no,0,yes,no,0.7-0.8,blue-collar,telephone,married
21,jul,226,1,no,15622,0.9643829728913382,0.6135238095238095,37,tertiary,no,-65,no,no,0.9-1.0,blue-collar,telephone,married
18,nov,435,1,no,25106,0.7680898586720509,0.6117460317460316,50,secondary,no,642,no,no,0.7-0.8,blue-collar,telephone,single
3,mar,103,1,no,31236,0.7498130465736196,0.6026944444444443,38,secondary,no,2549,no,no,0.7-0.8,blue-collar,telephone,married
15,may,495,1,no,38263,0.748345131868429,0.6000714285714285,42,secondary,no,-106,yes,no,0.7-0.8,blue-collar,telephone,married
2,feb,269,2,no,29329,0.6983219743846502,0.5979517195767198,31,tertiary,no,0,no,no,0.6-0.7,management,telephone,married
17,apr,332,1,no,32668,0.6935362123729725,0.5961865079365078,34,secondary,no,21,no,no,0.6-0.7,blue-collar,telephone,married
26,aug,392,2,no,23013,0.7875803526112819,0.5933214285714287,45,tertiary,no,0,no,no,0.7-0.8,management,telephone,married
5,feb,605,1,no,30262,0.7806412284342095,0.5926883116883117,29,secondary,no,1261,no,no,0.7-0.8,blue-collar,telephone,single
4,may,346,2,no,34222,0.7671081433797298,0.5886071428571429,49,secondary,no,3620,no,no,0.7-0.8,blue-collar,telephone,married
20,nov,604,1,no,26590,0.7889957408209214,0.5872638888888889,31,secondary,no,9911,no,no,0.7-0.8,blue-collar,telephone,married
1,apr,124,1,no,31473,0.7403618390013161,0.5833409090909091,27,tertiary,no,0,yes,no,0.7-0.8,management,telephone,single
5,feb,388,1,no,30325,0.791165299140089,0.5821298701298702,26,secondary,no,685,no,no,0.7-0.8,blue-collar,telephone,single
12,may,396,2,no,36912,0.8154625918326363,0.5802457264957266,37,secondary,no,1193,no,no,0.8-0.9,blue-collar,telephone,married
28,jul,644,3,no,17400,0.6815266095484407,0.5783690476190474,32,secondary,no,976,yes,no,0.6-0.7,blue-collar,telephone,single
16,jul,524,4,no,14982,0.7200453652661732,0.5761071428571429,32,secondary,no,0,yes,no,0.7-0.8,blue-collar,telephone,married
4,feb,79,1,no,29731,0.9944259799181596,0.5754761904761905,52,secondary,no,774,no,no,0.9-1.0,blue-collar,telephone,married
6,feb,92,12,no,30800,0.9750573307978238,0.5739199134199136,31,secondary,no,690,no,no,0.9-1.0,blue-collar,telephone,single
27,aug,558,11,no,23319,0.7096937455399267,0.5737559523809523,36,tertiary,no,0,no,no,0.7-0.8,management,telephone,married
14,apr,108,2,no,32092,0.768042986462378,0.5731372344130964,34,secondary,no,852,no,no,0.7-0.8,blue-collar,telephone,single
17,apr,211,2,no,33032,0.7891992864712805,0.5698701298701299,32,secondary,no,620,no,no,0.7-0.8,blue-collar,telephone,single
4,may,136,1,no,34212,0.7111538339637902,0.5689166666666667,60,secondary,no,4519,no,no,0.7-0.8,blue-collar,telephone,married
29,may,173,1,no,7336,0.709046365063833,0.5615515873015873,35,secondary,no,869,yes,no,0.7-0.8,blue-collar,unknown,married
30,jul,652,2,no,17908,0.7381142669891477,0.559141186299081,45,secondary,no,1201,no,no,0.7-0.8,blue-collar,telephone,married
2,feb,95,3,no,29250,0.8745025791302222,0.5567380952380954,27,tertiary,no,43,no,no,0.8-0.9,blue-collar,telephone,single
17,apr,346,2,no,32828,0.7308417541166164,0.5544398356241722,31,secondary,no,62,no,no,0.7-0.8,blue-collar,telephone,married
18,may,115,1,no,38929,0.9406249813790164,0.5530623627580148,41,secondary,no,1967,yes,no,0.9-1.0,blue-collar,telephone,married
9,feb,89,2,no,30925,0.8058325198793881,0.5445515873015873,34,secondary,no,764,no,no,0.8-0.9,blue-collar,telephone,married
11,may,489,2,no,36243,0.7796881440327448,0.5405472582972581,42,secondary,no,1450,no,no,0.7-0.8,blue-collar,telephone,married
16,apr,567,2,no,32385,0.7953534996242742,0.5397817460317459,35,secondary,no,951,yes,no,0.7-0.8,blue-collar,telephone,married
15,apr,239,2,no,32172,0.7562868142526098,0.539705717893218,42,secondary,no,2397,yes,no,0.7-0.8,blue-collar,telephone,married
16,jul,538,2,no,14946,0.6966097766115763,0.5389166666666666,55,secondary,no,-480,no,no,0.6-0.7,blue-collar,telephone,married
17,apr,625,3,no,33049,0.8746545055869749,0.538541847041847,36,primary,no,1127,yes,no,0.8-0.9,blue-collar,telephone,married
12,may,451,4,no,36705,0.813298556594589,0.5375833333333333,37,secondary,no,1543,yes,no,0.8-0.9,services,telephone,married
9,feb,172,5,no,30874,0.6910077672239348,0.5356428571428571,52,secondary,no,-462,yes,no,0.6-0.7,blue-collar,telephone,married
22,may,119,1,no,39374,0.7309621124325228,0.5346525974025973,45,secondary,no,6971,no,no,0.7-0.8,blue-collar,telephone,married
18,may,261,1,no,38978,0.7357875506329364,0.5332079831932773,29,secondary,no,200,yes,no,0.7-0.8,blue-collar,telephone,single
4,feb,279,1,no,30019,0.7693671314958586,0.5312099567099567,34,secondary,no,531,no,no,0.7-0.8,blue-collar,telephone,married
6,may,346,3,no,35066,0.796233009836254,0.5299736652236652,30,secondary,no,1282,yes,no,0.7-0.8,blue-collar,telephone,single
20,apr,98,2,no,33413,0.7797477054162869,0.5293831168831168,30,secondary,no,1165,no,no,0.7-0.8,blue-collar,telephone,married
18,may,488,5,no,39221,0.7112063948221267,0.5272738095238094,37,secondary,no,16,no,no,0.7-0.8,blue-collar,telephone,single
13,apr,363,2,no,31971,0.7179520274993039,0.5181155462184875,38,secondary,no,3834,yes,no,0.7-0.8,blue-collar,telephone,married
3,feb,114,1,no,29614,0.8698552903259924,0.5180238095238092,24,secondary,no,172,no,no,0.8-0.9,blue-collar,telephone,single
21,nov,383,4,no,27406,0.8590430444048959,0.5165238095238095,32,tertiary,no,118,no,no,0.8-0.9,blue-collar,telephone,married
9,apr,429,2,no,31896,0.7965854539996968,0.5143307923960098,36,secondary,no,3268,no,no,0.7-0.8,blue-collar,telephone,married
17,apr,153,1,no,32755,0.7485159138117781,0.5138501984126984,37,primary,no,188,yes,no,0.7-0.8,blue-collar,telephone,married
17,apr,142,1,no,32535,0.7669198847147018,0.5123105158730158,44,secondary,no,445,yes,no,0.7-0.8,blue-collar,telephone,married
8,may,376,3,no,35925,0.8511601049059024,0.5110238095238097,35,secondary,no,0,yes,no,0.8-0.9,blue-collar,telephone,single
3,feb,80,1,no,29476,0.8511601049059024,0.5108333333333333,35,secondary,no,0,yes,no,0.8-0.9,blue-collar,telephone,single
29,jan,603,2,no,28629,0.9616934735036462,0.5088949579831933,28,secondary,no,775,no,no,0.9-1.0,blue-collar,telephone,single
2,feb,221,1,no,29006,0.8424521321293195,0.5044818792318793,32,secondary,no,714,no,no,0.8-0.9,blue-collar,telephone,married
4,feb,246,1,no,29949,0.7097934007742143,0.5036904761904761,34,secondary,no,1651,no,no,0.7-0.8,blue-collar,telephone,married
2,feb,252,1,no,29241,0.799044264503984,0.5032506319351149,38,secondary,no,485,yes,no,0.7-0.8,blue-collar,telephone,married
14,jul,417,3,no,14387,0.6975560155730779,0.5004047619047618,57,secondary,no,808,no,no,0.6-0.7,blue-collar,telephone,married
16,jul,350,1,no,14890,0.9951352963661787,0.49883333333333335,31,secondary,no,1210,no,no,0.9-1.0,blue-collar,telephone,married
16,apr,225,1,no,32422,0.7179366010800509,0.49713538748832875,31,secondary,no,4457,yes,no,0.7-0.8,blue-collar,telephone,married
6,feb,298,6,no,30607,0.7760835858519215,0.49602380952380953,35,secondary,no,627,yes,no,0.7-0.8,blue-collar,telephone,married
18,may,305,2,no,39321,0.8376153715960932,0.4954817927170867,26,secondary,no,483,yes,no,0.8-0.9,blue-collar,telephone,single
27,apr,98,1,no,33819,0.8292437070268565,0.49354761904761907,53,tertiary,no,122,no,no,0.8-0.9,blue-collar,telephone,married
18,may,380,2,no,38995,0.797860193485834,0.4920277777777779,48,secondary,no,-480,no,no,0.7-0.8,blue-collar,telephone,married
6,may,222,1,no,34789,0.9691752223465864,0.49123953823953814,36,secondary,no,50,yes,no,0.9-1.0,blue-collar,telephone,married
27,may,100,1,no,39699,0.9709672869814168,0.49090764790764796,25,secondary,no,425,no,no,0.9-1.0,blue-collar,telephone,single
21,nov,470,1,no,27008,0.7724207148761671,0.4906230158730159,45,secondary,no,2519,no,no,0.7-0.8,blue-collar,telephone,married
3,feb,343,2,no,29516,0.8201784930785253,0.48357936507936516,31,secondary,no,757,no,no,0.8-0.9,blue-collar,telephone,single
15,may,160,2,no,38530,0.9322500455520105,0.48269298245614023,35,secondary,no,-133,yes,no,0.9-1.0,blue-collar,telephone,married
27,aug,300,4,no,23310,0.8796777561843443,0.48057936507936505,32,tertiary,no,157,no,no,0.8-0.9,blue-collar,telephone,married
27,may,204,2,no,39696,0.7887081021356126,0.4786205183705184,32,secondary,no,1649,no,no,0.7-0.8,blue-collar,telephone,single
18,may,435,7,no,39030,0.8064522249628259,0.47145238095238107,45,secondary,no,2353,yes,no,0.8-0.9,blue-collar,telephone,married
25,may,205,1,no,39495,0.7797477054162869,0.46808333333333335,30,secondary,no,1165,no,no,0.7-0.8,blue-collar,telephone,married
27,aug,503,13,no,23192,0.754314195804084,0.46719841269841283,58,secondary,no,0,no,no,0.7-0.8,blue-collar,telephone,married
17,nov,595,2,no,24682,0.8472185758277271,0.46611904761904766,41,secondary,no,0,yes,no,0.8-0.9,blue-collar,telephone,married
18,may,298,1,no,38861,0.6861002190878103,0.46608893557422976,30,secondary,no,1450,yes,no,0.6-0.7,blue-collar,telephone,single
2,feb,204,2,no,29284,0.8079659786122556,0.46524847374847406,39,secondary,no,442,yes,no,0.8-0.9,blue-collar,telephone,married
2,mar,131,12,no,31224,0.7818104579818272,0.4618174603174603,25,secondary,no,1099,no,no,0.7-0.8,blue-collar,telephone,single
28,jan,978,2,no,27942,0.7098497771642461,0.46132142857142866,52,secondary,no,199,no,no,0.7-0.8,blue-collar,telephone,married
4,feb,207,3,no,29995,0.7488252758328602,0.4605436507936506,27,secondary,no,298,no,no,0.7-0.8,blue-collar,telephone,single
